Company,Valuation,Industry,City,Country,Continent,Funding,Select Investors
XiaoZhu,1000000000,Travel,Beijing,China,Asia,572000000,"Morningside Ventures, Capital Today, JOY Capital"
Yijiupi,1000000000,Consumer & retail,Beijing,China,Asia,511000000,"Source Code Capital, Meituan Dianping, Tencent Holdings"
YunQuNa,1000000000,"Supply chain, logistics, & delivery",Shanghai,China,Asia,207000000,"Source Code Capital, Coatue Management, DCM Ventures"
Bordrin Motors,1000000000,Auto & transportation,Shanghai,China,Asia,362000000,"China Grand Prosperity Investment, CSC Group"
Aleo,1000000000,Cybersecurity,San Francisco,United States,North America,228000000,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
Coocaa,1000000000,Hardware,Shenzhen,China,Asia,218000000,"Baidu, Tencent Holdings"
Gymshark,1000000000,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,262000000,General Atlantic
M1 Finance,1000000000,Fintech,Chicago,United States,North America,323000000,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
Ouyeel,1000000000,Internet software & services,Shanghai,China,Asia,432000000,Taigang Venture Capital
SonderMind,1000000000,Health,Denver,United States,North America,183000000,"Kickstart Fund, General Catalyst, Drive Capital"
Astranis Space Technologies,1000000000,Mobile & telecommunications,San Francisco,United States,North America,303000000,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
Away,1000000000,E-commerce & direct-to-consumer,New York,United States,North America,181000000,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
Cabify,1000000000,Auto & transportation,Madrid,Spain,Europe,407000000,"Seaya Ventures, Otter Rock Capital, Rakuten"
Clarify Health,1000000000,Health,San Francisco,United States,North America,328000000,"KKR, Aspenwood Ventures, Spark Capital"
Coda,1000000000,Internet software & services,Mountain View,United States,North America,240000000,"Greylock Partners, General Catalyst, Khosla Ventures"
Deezer,1000000000,Internet software & services,Paris,France,Europe,532000000,"Orange Digital Ventures, Access Industries"
Degreed,1000000000,Edtech,Pleasanton,United States,North America,318000000,"Signal Peak Ventures, Owl Ventures, Jump Capital"
Deliverect,1000000000,Fintech,Ghent,Belgium,Europe,237000000,"Newion Partners, SmartFin Capital, OMERS Ventures"
Envoy,1000000000,Internet software & services,San Francisco,United States,North America,170000000,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
Epidemic Sound,1000000000,Internet software & services,Stockholm,Sweden,Europe,509000000,"EQT Partners, Blackstone"
Figment,1000000000,Internet software & services,Toronto,Canada,North America,165000000,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
Firebolt,1000000000,Data management & analytics,Tel Aviv,Israel,Asia,264000000,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
Five Star Business Finance,1000000000,Other,Chennai,India,Asia,456000000,"Sequoia Capital India, Tiger Global Management, Tencent"
GupShup,1000000000,Internet software & services,San Francisco,United States,North America,384000000,"Helion Venture Partners, Tiger Global management, CRV"
Kong,1000000000,Internet software & services,San Francisco,United States,North America,169000000,"New Enterprise Associates, CRV, Index Ventures"
Koudai,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,368000000,"New Enterprise Associates, Tiger Global management, Tencent"
Panther Labs,1000000000,Cybersecurity,San Francisco,United States,North America,141000000,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
Papa,1000000000,Health,Miami,United States,North America,241000000,"Initialized Capital, Canaan Partners, Sound Ventures"
Pristyn Care,1000000000,Health,Gurugram,India,Asia,177000000,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
Rebel Foods,1000000000,E-commerce & direct-to-consumer,Pune,India,Asia,521000000,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
Salt Security,1000000000,Cybersecurity,Palo Alto,United States,North America,271000000,"Y Combinator, S Capital, Tenaya Capital"
Scalable Capital,1000000000,Fintech,Munich,Germany,Europe,314000000,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
SparkCognition,1000000000,Artificial intelligence,Austin,United States,North America,286000000,"March Capital Partners, Temasek, Doha Venture Capital"
Stash,1000000000,Fintech,New York,United States,North America,426000000,"Goodwater Capital, Entree Capital, Valar Ventures"
Symphony,1000000000,Fintech,New York,United States,North America,511000000,"BNP Paribas, Goldman Sachs, Google"
Tripledot,1000000000,Mobile & telecommunications,London,United Kingdom,Europe,202000000,"Lightspeed Venture Partners, Access Industries, Eldridge"
VideoAmp,1000000000,Internet software & services,Los Angeles,United States,North America,382000000,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
Yidian Zixun,1000000000,Mobile & telecommunications,Beijing,China,Asia,151000000,"Phoenix New Media, Tianjin Haihe Industry Fund"
Yotpo,1000000000,Internet software & services,New York,United States,North America,436000000,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
Neon,1000000000,Fintech,Sao Paulo,Brazil,South America,720000000,"Propel Venture Partners, Monashees+, BBVA"
Veepee,1000000000,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,Unknown,"Summit Partners, Qatar Holding"
Alloy,1000000000,Fintech,New York,United States,North America,156000000,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
Epirus,1000000000,Other,Hawthorne,United States,North America,287000000,"8VC, Bedrock Capital, Broom Ventures"
Klook,1000000000,Travel,Central,Hong Kong,Asia,722000000,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
Yaoshibang,1000000000,Health,Guangzhou,China,Asia,496000000,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
Signifyd,1000000000,Fintech,San Jose,United States,North America,390000000,"Menlo Ventures, Resolute Ventures, IA Ventures"
Motorway,1000000000,E-commerce & direct-to-consumer,London,United Kingdom,Europe,276000000,"Marchmont Ventures, BMW i Ventures, Index Ventures"
RIDI,1000000000,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,178000000,"Atinum Investment, Company K Partners, GIC"
Athletic Greens,1000000000,Health,New York,United States,North America,115000000,"SC.Holdings, Not Boring Capital, Bolt Ventures"
GPclub,1000000000,Other,Seoul,South Korea,Asia,67000000,Goldman Sachs
Grove Collaborative,1000000000,E-commerce & direct-to-consumer,San Francisco,United States,North America,475000000,"MHS Capital, NextView Ventures, Mayfield Fund"
Tongdun Technology,1000000000,Cybersecurity,Hangzhou,China,Asia,252000000,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
Unisound,1000000000,Artificial intelligence,Beijing,China,Asia,361000000,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
Betterment,1000000000,Fintech,New York,United States,North America,335000000,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
Cava Group,1000000000,Other,Washington,United States,North America,738000000,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
CoinTracker,1000000000,Fintech,San Francisco,United States,North America,102000000,"Initialized Capital, General Catalyst, Kraken Ventures"
DistroKid,1000000000,Internet software & services,New York,United States,North America,Unknown,"Insight Partners, Silversmith Capital Partners, Spotify"
Domestika,1000000000,Internet software & services,Berkeley,United States,North America,130000000,"Zeev Ventures, GSV Ventures"
Flock Freight,1000000000,"Supply chain, logistics, & delivery",Encinitas,United States,North America,399000000,"SignalFire, GLP Capital Partners, Google Ventures"
InSightec,1000000000,Health,Tirat Carmel,Israel,Asia,633000000,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
Island,1000000000,Internet software & services,Dallas,United States,North America,215000000,"Insight Partners, Sequoia Capital, Stripes Group"
iTrustCapital,1000000000,Fintech,Long Beach,United States,North America,128000000,"Left Lane Capital, Walden Venture Capital"
Konfio,1000000000,Fintech,Mexico City,Mexico,North America,378000000,"Kaszek Ventures, QED Investors, International Finance Corporation"
LinkTree,1000000000,Internet software & services,Melbourne,Australia,Oceania,166000000,"AirTree Ventures, Insight Partners, Index Ventures"
Loadsmart,1000000000,"Supply chain, logistics, & delivery",New York,United States,North America,336000000,"Chromo Invest, Maersk Growth, BlackRock"
Lukka,1000000000,Fintech,New York,United States,North America,201000000,"Liberty City Ventures, Soros Fund Management, Summer Capital"
Manner,1000000000,Other,Shanghai,China,Asia,10000000,"Coatue Management, H Capital, Capital Today"
The Brandtech Group,1000000000,Other,New York,United States,North America,610000000,Undisclosed
TravelPerk,1000000000,Travel,Barcelona,Spain,Europe,408000000,"LocalGlobe, Kinnevik, Felix Capital"
YugaByte,1000000000,Data management & analytics,Sunnyvale,United States,North America,291000000,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
Intercom,1000000000,Internet software & services,San Francisco,United States,North America,241000000,"FirstMark Capital, Tiger Global Management"
OVO Energy,1000000000,Other,Bristol,United Kingdom,Europe,324000000,"Mitsubishi Corporation, Mayfair Equity Partners"
BigID,1000000000,Cybersecurity,New York,United States,North America,246000000,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
CaptivateIQ,1000000000,Fintech,San Francisco,United States,North America,165000000,"Sequoia Capital, Y Combinator, Accel"
Flipdish,1000000000,Internet software & services,Dublin,Ireland,Europe,157000000,"Tencent Holdings, Tiger Global Management, Global Founders Capital"
Honor Technology,1000000000,Internet software & services,San Francisco,United States,North America,325000000,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
Incode Technologies,1000000000,Cybersecurity,San Francisco,United States,North America,257000000,"Dila Capital, Framework Ventures, 3L"
Kuaikan Manhua,1000000000,Internet software & services,Beijing,China,Asia,594000000,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
Marshmallow,1000000000,Fintech,London,United Kingdom,Europe,116000000,"Passion Capital, Hedosophia, Outrun Ventures"
Mythical Games,1000000000,Internet software & services,Sherman Oaks,United States,North America,260000000,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
Route,1000000000,"Supply chain, logistics, & delivery",Lehi,United States,North America,482000000,"Madrona Venture Group, Banner Ventures, FJ Labs"
Tackle.io,1000000000,Internet software & services,Boise,United States,North America,148000000,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
Nexii,1000000000,Other,Vancouver,Canada,North America,45000000,"Trane Technologies, Honeywell"
GalaxySpace,1000000000,Mobile & telecommunications,Beijing,China,Asia,14000000,"Shunwei Capital Partners, 5Y Capital, Legend Capital"
Insider,1000000000,Internet software & services,Istanbul,Turkey,Europe,167000000,"Wamda Capital, Endeavor, Riverwood Capital"
Spiber,1000000000,Other,Tsuruoka,Japan,Asia,520000000,"Cool Japan Fund, JAFCO, The Carlyle Group"
Ada Support,1000000000,Artificial intelligence,Toronto,Canada,North America,191000000,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
AgentSync,1000000000,Fintech,Denver,United States,North America,111000000,"Craft Ventures, Caffeinated Capital, Operator Collective"
Alation,1000000000,Internet software & services,Redwood City,United States,North America,192000000,"Costanoa Ventures, Data Collective, Salesforce Ventures"
BigPanda,1000000000,Artificial intelligence,Mountain View,United States,North America,317000000,"Advent International, Battery Ventures, Sequoia Capital Israel"
CarDekho,1000000000,E-commerce & direct-to-consumer,Jaipur,India,Asia,448000000,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
Copado,1000000000,Data management & analytics,Chicago,United States,North America,271000000,"Insight Partners, Salesforce Ventures, Perpetual Investors"
DailyPay,1000000000,Fintech,New York,United States,North America,189000000,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners"
FloQast,1000000000,Fintech,Los Angeles,United States,North America,230000000,"Polaris Partners, Insight Partners, Norwest Venture Partners"
Gem,1000000000,Internet software & services,San Francisco,United States,North America,148000000,"Accel, Greylock Partners, Meritech Capital Partners"
GrubMarket,1000000000,E-commerce & direct-to-consumer,San Francisco,United States,North America,382000000,"GGV Capital, BlackRock, ACE & Company"
Helium Systems,1000000000,Internet software & services,San Francisco,United States,North America,365000000,"FirstMark Capital, Tiger Global Management, FTX Venture"
Inari,1000000000,Other,Cambridge,United States,North America,337000000,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
Jokr,1000000000,E-commerce & direct-to-consumer,New York,United States,North America,430000000,"GGV Capital, Tiger Global Management, Greycroft"
LivSpace,1000000000,E-commerce & direct-to-consumer,Bengaluru,India,Asia,427000000,"Jungle Ventures, Helion Venture Partners, INGKA Investments"
Merama,1000000000,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,345000000,"SoftBank Latin America Fund, Advent International, Balderton Capital"
MindTickle,1000000000,Internet software & services,San Francisco,United States,North America,281000000,"Qualcomm Ventures, Accel, Canaan Partners"
MyGlamm,1000000000,E-commerce & direct-to-consumer,Mumbai,India,Asia,310000000,"L'Occitane, Trifecta Capital, Bessemer Venture Partners"
Oda,1000000000,E-commerce & direct-to-consumer,Oslo,Norway,Europe,337000000,"Kinnevik, Softbank Group, Prosus Ventures"
Offchain Labs,1000000000,Internet software & services,Princeton,United States,North America,124000000,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners"
Phantom,1000000000,Fintech,San Francisco,United States,North America,118000000,"Paradigm, Andreessen Horowitz, Jump Capital"
Pilot.com,1000000000,Fintech,San Francisco,United States,North America,161000000,"Index Ventures, Sequoia Capital, Bezos Expeditions"
Prime Medicine,1000000000,Health,Cambridge,United States,North America,315000000,"Newpath Partners, Google Ventures, F-Prime Capital"
Public,1000000000,Fintech,New York,United States,North America,309000000,"Accel, Greycroft, Advancit Capital"
Qumulo,1000000000,Data management & analytics,Seattle,United States,North America,347000000,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
Rohlik,1000000000,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,380000000,"Partech Partners, Index Ventures, Quadrille Capital"
SeekOut,1000000000,Internet software & services,Bellevue,United States,North America,189000000,"Mayfield, Madrona Venture Group, Tiger Global Management"
SmartMore,1000000000,Artificial Intelligence,Shenzhen,China,Asia,300000000,"IDG Capital, ZhenFund, Sequoia Capital China"
Tealium,1000000000,Internet software & services,San Diego,United States,North America,264000000,"Georgian Partners, Silver Lake, Presidio Ventures"
UpGrad,1000000000,Edtech,Mumbai,India,Asia,194000000,"Qualcomm Ventures, Accel, Canaan Partners"
Workhuman,1000000000,Internet software & services,Dublin,Ireland,Europe,9000000,ICG
Xpressbees,1000000000,"Supply chain, logistics, & delivery",Pune,India,Asia,573000000,"Norwest Venture Partners, Investcorp, Blackstone"
L&P Cosmetic,1000000000,Consumer & retail,Seoul,South Korea,Asia,33000000,CDIB Capital
Mininglamp Technology,1000000000,Artificial intelligence,Beijing,China,Asia,787000000,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
Luoji Siwei,1000000000,Edtech,Beijing,China,Asia,144000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
IRL,1000000000,Internet software & services,San Francisco,United States,North America,197000000,"Goodwater Capital, Floodgate, Founders Fund"
Modern Health,1000000000,Health,San Francisco,United States,North America,167000000,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"
Tuhu,1000000000,Auto & transportation,Shanghai,China,Asia,875000000,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon"
CloudBees,1000000000,Data management & analytics,San Jose,United States,North America,236000000,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures"
Elemy,1000000000,Health,San Francisco,United States,North America,323000000,"General Catalyst, Bling Capital, Felicis Ventures"
Guideline,1000000000,Fintech,San Mateo,United States,North America,339000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Happy Money,1000000000,Fintech,Tustin,United States,North America,192000000,"FirstMark Capital, Anthemis, CMFG Ventures"
Rebellion Defense,1000000000,Artificial intelligence,Washington DC,United States,North America,150000000,"Venrock, Innovation Endeavors, Insights Partners"
STORD,1000000000,"Supply chain, logistics, & delivery",Atlanta,United States,North America,205000000,"Dynamo VC, Susa Ventures, Founders Fund"
At-Bay,1000000000,Fintech,Mountain View,United States,North America,292000000,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures"
TELD,1000000000,Fintech,Qingdao,China,Asia,396000000,"China Reform Fund, Gaopeng Capital, Jinhui Xingye"
Acko General Insurance,1000000000,Fintech,Bengaluru,India,Asia,458000000,"Intact Ventures, Munich Re Ventures, General Atlantic"
apna,1000000000,Internet software & services,Bengaluru,India,Asia,193000000,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners"
Beyond Identity,1000000000,Cybersecurity,New York,United States,North America,205000000,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners"
Carousell,1000000000,E-commerce & direct-to-consumer,,Singapore,Asia,288000000,"500 Global, Rakuten Ventures, Golden Gate Ventures"
Chief,1000000000,Other,New York,United States,North America,140000000,"General Catalyst, Inspired Capital, Flybridge Capital Partners"
CoinDCX,1000000000,Fintech,Maharashtra,India,Asia,109000000,"Polychain Capital, Coinbase Ventures, Jump Capital"
Daily Harvest,1000000000,E-commerce & direct-to-consumer,New York,United States,North America,120000000,"M13, Lightspeed Venture Partners, Lone Pine Capital"
Enpal,1000000000,Internet software & services,Berlin,Germany,Europe,304000000,"HV Capital, Softbank Group, BlackRock"
eSentire,1000000000,Cybersecurity,Waterloo,Canada,North America,186000000,"Edison Partners, Georgian Partners, VentureLink"
Firefly Aerospace,1000000000,Other,Cedar Park,United States,North America,172000000,"XBTO Ventures, Raven One Ventures, SK Ventures"
Fundbox,1000000000,Fintech,San Francisco,United States,North America,404000000,"Khosla Ventures, General Catalyst, Blumberg Capital"
G2,1000000000,Internet software & services,Chicago,United States,North America,258000000,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners"
Gaussian Robotics,1000000000,Hardware,Shanghai,China,Asia,325000000,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping"
GetYourGuide,1000000000,Travel,Berlin,Germany,Europe,656000000,"Spark Capital, Highland Europe, Sunstone Capital"
GlobalBees,1000000000,E-commerce & direct-to-consumer,New Delhi,India,Asia,185000000,"Chiratae Ventures, SoftBank Group, Trifecta Capital"
Ivalua,1000000000,Fintech,Redwood City,United States,North America,134000000,"Ardian, Tiger Global Management, KKR"
Juanpi,1000000000,E-commerce & direct-to-consumer,Wuhan,China,Asia,136000000,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital"
Karat,1000000000,Internet software & services,Seattle,United States,North America,169000000,"8VC, Norwest Venture Partners, Tiger Global Management"
LEAD School,1000000000,Edtech,Andheri,India,Asia,166000000,"WestBridge Capital, GSV Ventures, Elevar Equity"
Nexthink,1000000000,Data management & analytics,Prilly,Switzerland,Europe,346000000,"Auriga, Galeo Ventures, Highland Europe"
People.ai,1000000000,Internet software & services,San Francisco,United States,North America,200000000,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital"
Pharmapacks,1000000000,E-commerce & direct-to-consumer,Islandia,United States,North America,433000000,The Carlyle Group
Rightway,1000000000,Health,New York,United States,North America,130000000,"Thrive Capital, Khosla Ventures, Tiger Global Management"
Sennder,1000000000,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,340000000,"Accelm Scania Growth Capital, Lakestar"
Sisense,1000000000,Data management & analytics,New York,United States,North America,274000000,"Opus Capital, Genesis Partners, Battery Ventures"
Staffbase,1000000000,Internet software & services,Chemnitz,Germany,Europe,307000000,"Insight Partners, e.ventures, General Atlantic"
Sunbit,1000000000,Fintech,Los Angeles,United States,North America,210000000,"Zeev Ventures, Group11, Chicago Ventures"
TangoMe,1000000000,Mobile & telecommunications,Mountain View,United States,North America,361000000,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
The Bank of London,1000000000,Fintech,London,United Kingdom,Europe,90000000,"Mangrove Capital Partners,14W, ForgeLight"
Zego,1000000000,Fintech,London,United Kingdom,Europe,202000000,"LocalGlobe, Balderton Capital, Target Global"
Nxin,1000000000,Internet software & services,Beijing,China,Asia,53000000,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund"
Mamaearth,1000000000,E-commerce & direct-to-consumer,Gurgaon,India,Asia,111000000,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners"
Radius Payment Solutions,1000000000,Fintech,Crewe,United Kingdom,Europe,200000000,Inflexion Private Equity
Rivigo,1000000000,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,247000000,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors"
Rubicon,1000000000,Other,Atlanta,United States,North America,223000000,"Goldman Sachs, Leonardo DiCaprio, Promecap"
Socar,1000000000,Auto & transportation,Jeju-do,South Korea,Asia,408000000,"Bain Capital, Altos Ventures, Songhyun Investment"
MobileCoin,1000000000,Fintech,San Francisco,United States,North America,107000000,"General Catalyst, Future Ventures, AU21"
Density,1000000000,Hardware,San Francisco,United States,North America,217000000,"Founders Fund, Upfront Ventures, 01 Advisors"
Instabase,1000000000,Data management & analytics,San Francisco,United States,North America,132000000,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz"
Jiuxian,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,250000000,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"
Matrixport,1000000000,Fintech,,Singapore,Asia,100000000,"Dragonfly Captial, Qiming Venture Partners, DST Global"
Mixpanel,1000000000,Internet software & services,San Francisco,United States,North America,277000000,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"
Sendbird,1000000000,Mobile & telecommunications,San Mateo,United States,North America,221000000,"FundersClub, Y Combinator, Tiger Global Management"
OrCam Technologies,1000000000,Artificial intelligence,Jerusalem,Israel,Asia,86000000,"Intel Capital, Aviv Venture Capital"
Leap Motor,1000000000,Auto & transportation,Hangzhou,China,Asia,1000000000,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
1KMXC,1000000000,Hardware,Hangzhou,China,Asia,86000000,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group"
58 Daojia,1000000000,Internet software & services,Beijing,China,Asia,300000000,"KKR, Alibaba Group, Ping An Insurance"
Agile Robots,1000000000,Hardware,Munich,Germany,Europe,240000000,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture"
Aibee,1000000000,Artificial intelligence,Beijing,China,Asia,273000000,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
Aircall,1000000000,Internet software & services,New York,United States,North America,226000000,"Balderton Capital, Next World Capital, Draper Esprit"
Ajaib,1000000000,Fintech,Jakarta,Indonesia,Asia,245000000,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"
Alto Pharmacy,1000000000,Health,San Francisco,United States,North America,524000000,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
Amagi,1000000000,Internet software & services,Bengaluru,India,Asia,240000000,"Mayfield, Accel, Norwest Venture Partners"
Amount,1000000000,Fintech,Chicago,United States,North America,243000000,"Invus Group, Hanaco Venture Capital, WestCap Group"
Amperity,1000000000,Artificial intelligence,Seattle,United States,North America,187000000,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners"
Anyscale,1000000000,Artificial Intelligence,Berkeley,United States,North America,160000000,"Andreessen Horowitz, Intel Capital, Foundation Capital"
Aptos,1000000000,Internet software & services,Palo Alto,United States,North America,200000000,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
Aqua Security,1000000000,Cybersecurity,Ramat Gan,Israel,Asia,265000000,"TLV Partners, Lightspeed Venture Partners, M12"
Assembly,1000000000,Internet software & services,Culver City,United States,North America,Unknown,"Advent International, PSG, Providence Equity Partners"
Assent,1000000000,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,534000000,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
Augury,1000000000,Artificial intelligence,New York,United States,North America,294000000,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
Axelar,1000000000,Internet software & services,Waterloo,Canada,North America,64000000,"Lemniscap VC, North Island Ventures, Polychain Capital"
Axiom Space,1000000000,Other,Houston,United States,North America,150000000,"C5 Capital, Hemisphere Ventures, The Venture Collective"
Banma Network Technologies,1000000000,Auto & transportation,Shanghai,China,Asia,697000000,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
BeiBei,1000000000,E-commerce & direct-to-consumer,Hangzhou,China,Asia,224000000,"Banyan Capital, New Horizon Capital, IDG Capital Partners"
BenevolentAI,1000000000,Artificial intelligence,London,United Kingdom,Europe,292000000,Woodford Investment Management
Berlin Brands Group,1000000000,E-commerce & direct-to-consumer,Berlin,Germany,Europe,800000000,"Ardian, Bain Capital"
Betterfly,1000000000,Artificial intelligence,Santiago,Chile,South America,205000000,"QED Investors, DST Global, Endeavor"
BitFury,1000000000,Hardware,Amsterdam,Netherlands,Europe,170000000,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"
BlackBuck,1000000000,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,352000000,"Accel, Sands Capital, International Finance Corporation"
Bluecore,1000000000,Artificial intelligence,New York,United States,North America,238000000,"FirstMark Capital, Georgian Partners, Norwest Venture Partners"
BlueVoyant,1000000000,Cybersecurity,New York,United States,North America,526000000,"8VC, Liberty Strategic Capital, Eden Global Partners"
bolttech,1000000000,Fintech,,Singapore,Asia,210000000,"Mundi Ventures, Doqling Capital Partners, Activant Capital"
Boom Supersonic,1000000000,Other,Englewood,United States,North America,241000000,"WRVI Capital, Caffeinated Capital, Y Combinator"
Bringg,1000000000,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,185000000,"Salesforce Ventures, next47, Pereg Ventures"
C2FO,1000000000,Fintech,Leawood,United States,North America,538000000,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
Cadence,1000000000,Health,New York,United States,North America,141000000,"Thrive Capital, General Catalyst, Coatue Management"
CAIS,1000000000,Fintech,New York,United States,North America,406000000,"Franklin Templeton, Motive Partners, Apollo Global Management"
Cameo,1000000000,Internet software & services,Chicago,United States,North America,165000000,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"
Capsule,1000000000,Health,New York,United States,North America,570000000,"Thrive Capital, Durable Capital Partners, G Squared"
CargoX,1000000000,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,390000000,"Valor Capital Group, Lightrock, Softbank Group"
Carro,1000000000,E-commerce & direct-to-consumer,,Singapore,Asia,595000000,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures"
Carson Group,1000000000,Fintech,Lincoln,United States,North America,Unknown,Bain Capital
CHEQ,1000000000,Cybersecurity,New York,United States,North America,182000000,"Battery Ventures, Tiger Global Management, Hanaco Ventures"
Chronosphere,1000000000,Data management & analytics,New York,United States,North America,254000000,"Greylock Partners, Lux Capital, General Atlantic"
Cider,1000000000,E-commerce & direct-to-consumer,,Hong Kong,Asia,140000000,"Andreessen Horowitz, DST Global, IDG Capital"
Clara,1000000000,Fintech,Mexico City,Mexico,North America,109000000,"DST Global, General Catalyst, Monashees+"
Clearcover,1000000000,Fintech,Chicago,United States,North America,305000000,"American Family Ventures, Cox Enterprises, OMERS Ventures"
CommerceIQ,1000000000,Artificial Intelligence,Palo Alto,United States,North America,196000000,"Trinity Ventures, Madrona Venture Group, Shasta Ventures"
Contrast Security,1000000000,Cybersecurity,Los Altos,United States,North America,269000000,"Acero Capital, General Catalyst, M12"
Darwinbox,1000000000,Internet software & services,Hyderabad,India,Asia,107000000,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
Dental Monitoring,1000000000,Health,Paris,France,Europe,232000000,"Vitruvian Partners, Merieux Equity Partners, Straumann"
DianRong,1000000000,E-commerce & direct-to-consumer,Shanghai,China,Asia,549000000,"Standard Chartered, FinSight Ventures, Affirma Capital"
Drata,1000000000,Cybersecurity,San Diego,United States,North America,128000000,"Cowboy Ventures, Leaders Fund, GGV Capital"
DriveNets,1000000000,Internet software & services,Ra'anana,Israel,Asia,325000000,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
